"FDAapprovedDrugs","silver(1+) ion 4-{[(pyrimidin-2-yl)azanidyl]sulfonyl}aniline,[Ag+].NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NC=CC=N1"
"FDAapprovedDrugs","4-amino-3-(4-chlorophenyl)butanoic acid,NCC(CC(O)=O)C1=CC=C(Cl)C=C1"
"FDAapprovedDrugs","2-aminoacetic acid,NCC(O)=O"
"FDAapprovedDrugs","(2S)-4-amino-N-[(1R,2S,3S,4R,5S)-5-amino-2-{[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4-{[(2R,3R,4S,5S,6R)-6-(aminomethyl)-3,4,5-trihydroxyoxan-2-yl]oxy}-3-hydroxycyclohexyl]-2-hydroxybutanamide","NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O"
"FDAapprovedDrugs","(2S)-4-amino-N-[(1R,2S,3S,4R,5S)-5-amino-2-{[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4-{[(2R,3R,6S)-3-amino-6-(aminomethyl)oxan-2-yl]oxy}-3-hydroxycyclohexyl]-2-hydroxybutanamide","NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O"
"FDAapprovedDrugs","2-(chloromethyl)oxirane; prop-2-en-1-amine,NCC=C.ClCC1CO1"
"FDAapprovedDrugs","2-[1-(aminomethyl)cyclohexyl]acetic acid,NCC1(CC(O)=O)CCCCC1"
"FDAapprovedDrugs","(3-amino-1-hydroxy-1-phosphonopropyl)phosphonic acid,NCCC(O)(P(O)(O)=O)P(O)(O)=O"
"FDAapprovedDrugs","(2S)-2,5-diaminopentanoic acid","NCCC[C@H](N)C(O)=O"
"FDAapprovedDrugs","4-(2-aminoethyl)benzene-1,2-diol","NCCC1=CC(O)=C(O)C=C1"
"FDAapprovedDrugs","2-(1H-pyrazol-5-yl)ethan-1-amine,NCCC1=CC=NN1"
"FDAapprovedDrugs","(4-amino-1-hydroxy-1-phosphonobutyl)phosphonic acid,NCCCC(O)(P(O)(O)=O)P(O)(O)=O"
"FDAapprovedDrugs","(2S)-2,6-diaminohexanoic acid","NCCCC[C@H](N)C(O)=O"
"FDAapprovedDrugs","(2S)-1-[(2S)-6-amino-2-{[(1S)-1-carboxy-3-phenylpropyl]amino}hexanoyl]pyrrolidine-2-carboxylic acid,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O"
"FDAapprovedDrugs","(2S)-6-amino-2-{[(2S)-1-{[(4R,7S,10S,13S,16S,19R)-19-{2-[2-(2-aminoacetamido)acetamido]acetamido}-13-benzyl-10-(2-carbamoylethyl)-7-(carbamoylmethyl)-16-[(4-hydroxyphenyl)methyl]-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentaazacycloicosan-4-yl]carbonyl}pyrrolidin-2-yl]formamido}-N-(carbamoylmethyl)hexanamide","NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O"
"FDAapprovedDrugs","6-aminohexanoic acid,NCCCCCC(O)=O"
"FDAapprovedDrugs","(3-aminopropyl)({4-[(3-aminopropyl)amino]butyl})amine,NCCCNCCCCNCCCN"
"FDAapprovedDrugs","({2-[(3-aminopropyl)amino]ethyl}sulfanyl)phosphonic acid,NCCCNCCSP(O)(O)=O"
"FDAapprovedDrugs","bis(1,3-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione); ethane-1,2-diamine","NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O"
"FDAapprovedDrugs","(9Z)-octadec-9-enoic acid; 2-aminoethan-1-ol,NCCO.CCCCCCCC\C=C/CCCCCCCC(O)=O"
"FDAapprovedDrugs","2-aminoethane-1-thiol,NCCS"
"FDAapprovedDrugs","pyridine-4-carbohydrazide,NNC(=O)C1=CC=NC=C1"
"FDAapprovedDrugs","1-hydrazinylphthalazine,NNC1=NN=CC2=CC=CC=C12"
"FDAapprovedDrugs","(2-phenylethyl)hydrazine,NNCCC1=CC=CC=C1"
"FDAapprovedDrugs","4-chloro-2-[(furan-2-ylmethyl)amino]-5-sulfamoylbenzoic acid,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O"
"FDAapprovedDrugs","3-[(benzylsulfanyl)methyl]-6-chloro-1,1-dioxo-4H-1$l^{6},2,4-benzothiadiazine-7-sulfonamide","NS(=O)(=O)C1=C(Cl)C=C2NC(CSCC3=CC=CC=C3)=NS(=O)(=O)C2=C1"
"FDAapprovedDrugs","6-chloro-3-(dichloromethyl)-1,1-dioxo-3,4-dihydro-2H-1$l^{6},2,4-benzothiadiazine-7-sulfonamide","NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl"
"FDAapprovedDrugs","3-{bicyclo[2.2.1]hept-5-en-2-yl}-6-chloro-1,1-dioxo-3,4-dihydro-2H-1$l^{6},2,4-benzothiadiazine-7-sulfonamide","NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2"
"FDAapprovedDrugs","6-chloro-1,1-dioxo-4H-1$l^{6},2,4-benzothiadiazine-7-sulfonamide","NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1"
"FDAapprovedDrugs","6-chloro-1,1-dioxo-3,4-dihydro-2H-1$l^{6},2,4-benzothiadiazine-7-sulfonamide","NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1"
"FDAapprovedDrugs","2-chloro-5-(1-hydroxy-3-oxo-2,3-dihydro-1H-isoindol-1-yl)benzene-1-sulfonamide","NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12"
"FDAapprovedDrugs","4,5-dichlorobenzene-1,3-disulfonamide","NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O"
"FDAapprovedDrugs","3-benzyl-1,1-dioxo-6-(trifluoromethyl)-3,4-dihydro-2H-1$l^{6},2,4-benzothiadiazine-7-sulfonamide","NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F"
"FDAapprovedDrugs","1,1-dioxo-6-(trifluoromethyl)-3,4-dihydro-2H-1$l^{6},2,4-benzothiadiazine-7-sulfonamide","NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F"
"FDAapprovedDrugs","1,2-benzoxazol-3-ylmethanesulfonamide","NS(=O)(=O)CC1=NOC2=CC=CC=C12"
"FDAapprovedDrugs","gadolinium(3+) ion 2-[bis({2-[(carboxylatomethyl)[(methylcarbamoyl)methyl]amino]ethyl})amino]acetate hydrate,O.[Gd+3].CNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NC)CC([O-])=O)CC([O-])=O"
"FDAapprovedDrugs","gadolinium(3+) ion trisodium 2-{[1-({2-[bis(carboxylatomethyl)amino]ethyl}(carboxylatomethyl)amino)-3-[(4,4-diphenylcyclohexyl phosphonato)oxy]propan-2-yl](carboxylatomethyl)amino}acetate hydrate","O.[Na+].[Na+].[Na+].[Gd+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC(COP([O-])(=O)OC1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1)N(CC([O-])=O)CC([O-])=O"
"FDAapprovedDrugs","(2S)-3-(3,4-dihydroxyphenyl)-2-hydrazinyl-2-methylpropanoic acid hydrate","O.C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O"
"FDAapprovedDrugs","$l^{1}-alumanyl 2-aminoacetate dihydrate,O.O.NCC(=O)O[Al]"
"FDAapprovedDrugs","trisodium (3R,4S,5R)-1-{[(3R,4S,5R)-3-carboxylato-5-[(1R)-1,2-dihydroxyethyl]-1-oxido-2,6,7-trioxa-1$l^{5}-stibabicyclo[2.2.1]heptan-1-yl]oxy}-5-[(1R)-1,2-dihydroxyethyl]-1-hydroxy-2,6,7-trioxa-1$l^{5}-stibabicyclo[2.2.1]heptane-3-carboxylate nonahydrate","O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[H][C@@]1(O[Sb]2(O)(O[Sb]34([O-])O[C@@H](C([O-])=O)[C@@]([H])(O3)[C@]([H])(O4)[C@H](O)CO)O[C@@H](C([O-])=O)[C@@]1([H])O2)[C@H](O)CO"
"FDAapprovedDrugs","oxo[(oxoalumanyl)oxy]alumane silanedione hydrate,O.O=[Si]=O.O=[Al]O[Al]=O"
"FDAapprovedDrugs","[({[(2S,3R,4S,5R,6R)-4,5-bis({[(dihydroxyalumanyl)oxy]sulfonyl}oxy)-6-[({[(dihydroxyalumanyl)oxy]sulfonyl}oxy)methyl]-2-{[(2R,3S,4S,5R)-3,4,5-tris({[(dihydroxyalumanyl)oxy]sulfonyl}oxy)-2-[({[(dihydroxyalumanyl)oxy]sulfonyl}oxy)methyl]oxolan-2-yl]oxy}oxan-3-yl]oxy}sulfonyl)oxy]alumanediol","O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O[Al](O)O)O[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]2OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O"
"FDAapprovedDrugs","2-hydroxy-2H,4H-benzo[d]1,3-dioxa-2-bismacyclohexan-4-one","O[Bi]1OC(=O)C2=CC=CC=C2O1"
"FDAapprovedDrugs","(3R,4S)-1-(4-fluorophenyl)-3-[(3S)-3-(4-fluorophenyl)-3-hydroxypropyl]-4-(4-hydroxyphenyl)azetidin-2-one","O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1"
"FDAapprovedDrugs","4-[(1R)-1-hydroxy-2-{[4-(4-hydroxyphenyl)butyl]amino}ethyl]benzene-1,2-diol","O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1"
"FDAapprovedDrugs","2-[(1S,2S,5R,6S,7S,10S,11S,13S,14Z,15R,17R)-13-(acetyloxy)-5,17-dihydroxy-2,6,10,11-tetramethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-ylidene]-6-methylhept-5-enoic acid","O[C@@H]1CC[C@@]2(C)[C@@]([H])(CC[C@@]3(C)[C@@]2([H])[C@H](O)C[C@@]2([H])\C([C@@H](OC(=O)C)C[C@]32C)=C(/CCC=C(C)C)C(O)=O)[C@@H]1C"
"FDAapprovedDrugs","[(2S,3R,4S,5R)-5-hydroxy-2-{[(3R,4S,5R,6R)-6-hydroxy-4,5-bis(sulfooxy)oxan-3-yl]oxy}-4-(sulfooxy)oxan-3-yl]oxidanesulfonic acid","O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O"
"FDAapprovedDrugs","(1R,3S,5Z)-5-{2-[(1R,3aS,4E,7aR)-1-[(2R,3E,5S)-5-cyclopropyl-5-hydroxypent-3-en-2-yl]-7a-methyl-octahydro-1H-inden-4-ylidene]ethylidene}-4-methylidenecyclohexane-1,3-diol","O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1"
"FDAapprovedDrugs","(3R,5S,6E)-7-[2-cyclopropyl-4-(4-fluorophenyl)quinolin-3-yl]-3,5-dihydroxyhept-6-enoic acid","O[C@H](C[C@H](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC(O)=O"
"FDAapprovedDrugs","(1S,5R,13R,14S,17S)-4-(cyclobutylmethyl)-12-oxa-4-azapentacyclo[9.6.1.0^{1,13}.0^{5,17}.0^{7,18}]octadeca-7,9,11(18)-triene-10,14,17-triol","O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5"
"FDAapprovedDrugs","oxomagnesium,O=[Mg]"
"FDAapprovedDrugs","2-cyclohexanecarbonyl-1H,2H,3H,4H,6H,7H,11bH-piperazino[2,1-a]isoquinolin-4-one","O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1"
"FDAapprovedDrugs","1,3-bis[(4-phenylbutanoyl)oxy]propan-2-yl 4-phenylbutanoate","O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1"
"FDAapprovedDrugs","N-[4-oxo-2-(2H-1,2,3,4-tetrazol-5-yl)-4H-chromen-7-yl]-4-(4-phenylbutoxy)benzamide","O=C(NC1=CC2=C(C=C1)C(=O)C=C(O2)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1"
"FDAapprovedDrugs","benzyl benzoate,O=C(OCC1=CC=CC=C1)C1=CC=CC=C1"
"FDAapprovedDrugs","2-[2-(piperidin-1-yl)ethoxy]ethyl 9-thia-2,4-diazatricyclo[8.4.0.0^{3,8}]tetradeca-1(10),3,5,7,11,13-hexaene-2-carboxylate","O=C(OCCOCCN1CCCCC1)N1C2=CC=CC=C2SC2=C1N=CC=C2"
"FDAapprovedDrugs","(1R,2S,6R,7S)-4-{[(1R,2R)-2-{[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]methyl}cyclohexyl]methyl}-4-azatricyclo[5.2.1.0²,⁶]decane-3,5-dione","O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC2=CC=CC=C12"
"FDAapprovedDrugs","2-phenyl-2,3-dihydro-1H-indene-1,3-dione","O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1"
"FDAapprovedDrugs","4-[2-(benzenesulfinyl)ethyl]-1,2-diphenylpyrazolidine-3,5-dione","O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1"
"FDAapprovedDrugs","8-{4-[4-(pyrimidin-2-yl)piperazin-1-yl]butyl}-8-azaspiro[4.5]decane-7,9-dione","O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1"
"FDAapprovedDrugs","6-[4-(1-cyclohexyl-1H-1,2,3,4-tetrazol-5-yl)butoxy]-1,2,3,4-tetrahydroquinolin-2-one","O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2"
"FDAapprovedDrugs","2-(2,6-dioxopiperidin-3-yl)-2,3-dihydro-1H-isoindole-1,3-dione","O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12"
"FDAapprovedDrugs","3,5-dibenzyl-4-oxo-8$l^{4}-thia-3,5-diazatricyclo[6.3.0.0^{2,6}]undecan-8-ylium","O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1"
"FDAapprovedDrugs","1H,2H,4H-pyrazolo[3,4-d]pyrimidin-4-one","O=C1N=CN=C2NNC=C12"
"FDAapprovedDrugs","5,5-diphenylimidazolidine-2,4-dione","O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1"
"FDAapprovedDrugs","(3aR,7aR)-octahydro-2',5'-dioxaspiro[cyclohexa[d]1,3-diaza-2-platinacyclopentane-2,1'-cyclopentane]-3',4'-dione","O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O"
"FDAapprovedDrugs","pentacyano(nitroso)irondiuide,O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N"
"FDAapprovedDrugs","bicyclo[1.1.1]diarsoxane,O1[As]2O[As]1O2"
"FDAapprovedDrugs","(2S)-pyrrolidine-2-carboxylic acid,OC(=O)[C@@H]1CCCN1"
"FDAapprovedDrugs","(2Z)-but-2-enedioic acid; 9-chloro-4-methyl-13-oxa-4-azatetracyclo[12.4.0.0^{2,6}.0^{7,12}]octadeca-1(14),7(12),8,10,15,17-hexaene","OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1"
"FDAapprovedDrugs","2-benzyl-4-(octahydro-1H-isoindol-2-yl)-4-oxobutanoic acid,OC(=O)C(CC(=O)N1CC2CCCCC2C1)CC1=CC=CC=C1"
"FDAapprovedDrugs","2,3-disulfanylbutanedioic acid","OC(=O)C(S)C(S)C(O)=O"
"FDAapprovedDrugs","3-{5-[(3-carboxy-2,4,6-triiodophenyl)carbamoyl]pentanamido}-2,4,6-triiodobenzoic acid","OC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I"
"FDAapprovedDrugs","2-{[3-(trifluoromethyl)phenyl]amino}pyridine-3-carboxylic acid,OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1"
"FDAapprovedDrugs","5-(2,4-difluorophenyl)-2-hydroxybenzoic acid","OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1"
"FDAapprovedDrugs","2-hydroxy-5-[(E)-2-{4-[(pyridin-2-yl)sulfamoyl]phenyl}diazen-1-yl]benzoic acid,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1"
"FDAapprovedDrugs","5-[(E)-2-(3-carboxy-4-hydroxyphenyl)diazen-1-yl]-2-hydroxybenzoic acid,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O"
"FDAapprovedDrugs","4-[bis(2-hydroxyphenyl)-1H-1,2,4-triazol-1-yl]benzoic acid","OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O"
"FDAapprovedDrugs","4-[(2S)-3-(4-hydroxyphenyl)-2-(phenylformamido)propanamido]benzoic acid,OC(=O)C1=CC=C(NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)C2=CC=CC=C2)C=C1"
"FDAapprovedDrugs","2-hydroxybenzoic acid,OC(=O)C1=CC=CC=C1O"
"FDAapprovedDrugs","2-[(2-hydroxyphenyl)carbonyloxy]benzoic acid,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O"
"FDAapprovedDrugs","1-cyclopropyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydroquinoline-3-carboxylic acid","OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O"
"FDAapprovedDrugs","pyridine-3-carboxylic acid,OC(=O)C1=CN=CC=C1"
"FDAapprovedDrugs","5-benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid","OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1"
"FDAapprovedDrugs","7-chloro-2-oxo-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepine-3-carboxylic acid","OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2"
"FDAapprovedDrugs","2-[1-({[(1R)-1-{3-[(E)-2-(7-chloroquinolin-2-yl)ethenyl]phenyl}-3-[2-(2-hydroxypropan-2-yl)phenyl]propyl]sulfanyl}methyl)cyclopropyl]acetic acid,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1"
"FDAapprovedDrugs","2-{2-[(2,6-dichlorophenyl)amino]phenyl}acetic acid","OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl"
"FDAapprovedDrugs","butanedioic acid,OC(=O)CCC(O)=O"
"FDAapprovedDrugs","butanedioic acid (3R)-1-azabicyclo[2.2.2]octan-3-yl (1S)-1-phenyl-1,2,3,4-tetrahydroisoquinoline-2-carboxylate","OC(=O)CCC(O)=O.O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1"
"FDAapprovedDrugs","3-(diphenyl-1,3-oxazol-2-yl)propanoic acid","OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1"
"FDAapprovedDrugs","4-{4-[bis(2-chloroethyl)amino]phenyl}butanoic acid,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl"
"FDAapprovedDrugs","5-(1,2-dithiolan-3-yl)pentanoic acid","OC(=O)CCCCC1CCSS1"
"FDAapprovedDrugs","nonanedioic acid,OC(=O)CCCCCCCC(O)=O"
"FDAapprovedDrugs","5-{[(E)-{pyridin-3-yl[3-(trifluoromethyl)phenyl]methylidene}amino]oxy}pentanoic acid,OC(=O)CCCCO\N=C(\C1=CN=CC=C1)C1=CC(=CC=C1)C(F)(F)F"
"FDAapprovedDrugs","4-{4-[(4-chlorophenyl)(pyridin-2-yl)methoxy]piperidin-1-yl}butanoic acid,OC(=O)CCCN1CCC(CC1)OC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1"
"FDAapprovedDrugs","5-[(E)-2-{4-[(2-carboxyethyl)carbamoyl]phenyl}diazen-1-yl]-2-hydroxybenzoic acid,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O"
"FDAapprovedDrugs","2-({2-[bis(carboxymethyl)amino]ethyl}(carboxymethyl)amino)acetic acid,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O"
"FDAapprovedDrugs","2-(2-{4-[(4-chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)acetic acid,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1"
"FDAapprovedDrugs","phosphonoformic acid,OC(=O)P(O)(O)=O"
"FDAapprovedDrugs","3-[(2-hydroxy-2,2-diphenylacetyl)oxy]-8$l^{5}-azaspiro[bicyclo[3.2.1]octane-8,1'-pyrrolidin]-8-ylium","OC(C(=O)OC1CC2CCC(C1)[N+]21CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1"
"FDAapprovedDrugs","[2,8-bis(trifluoromethyl)quinolin-4-yl](piperidin-2-yl)methanol","OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F"
"FDAapprovedDrugs","[1-hydroxy-1-phosphono-2-(pyridin-3-yl)ethyl]phosphonic acid,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O"
"FDAapprovedDrugs","1,1-diphenyl-4-(piperidin-1-yl)butan-1-ol","OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1"
"FDAapprovedDrugs","1-cyclohexyl-1-phenyl-3-(pyrrolidin-1-yl)propan-1-ol,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1"
"FDAapprovedDrugs","1-{bicyclo[2.2.1]hept-5-en-2-yl}-1-phenyl-3-(piperidin-1-yl)propan-1-ol,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1"
"FDAapprovedDrugs","1-cyclopentyl-1-phenyl-3-(piperidin-1-yl)propan-1-ol,OC(CCN1CCCCC1)(C1CCCC1)C1=CC=CC=C1"
"FDAapprovedDrugs","1-cyclohexyl-1-phenyl-3-(piperidin-1-yl)propan-1-ol,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1"
"FDAapprovedDrugs","[1-hydroxy-2-(1H-imidazol-1-yl)-1-phosphonoethyl]phosphonic acid,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O"
"FDAapprovedDrugs","2-(2,4-difluorophenyl)-1,3-bis(1H-1,2,4-triazol-1-yl)propan-2-ol","OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1"
"FDAapprovedDrugs","1-(6-fluoro-3,4-dihydro-2H-1-benzopyran-2-yl)-2-{[2-(6-fluoro-3,4-dihydro-2H-1-benzopyran-2-yl)-2-hydroxyethyl]amino}ethan-1-ol","OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2"
"FDAapprovedDrugs","5-{3-[(2-carboxy-4-oxo-4H-chromen-5-yl)oxy]-2-hydroxypropoxy}-4-oxo-4H-chromene-2-carboxylic acid,OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O"
"FDAapprovedDrugs","2,2-dichloro-N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide","OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O"
"FDAapprovedDrugs","(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO"
"FDAapprovedDrugs","9-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]-6,9-dihydro-3H-purin-6-one","OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O"
"FDAapprovedDrugs","(2S,3R,4S,5R,6R)-2-{[(2R,3S,4S,5R)-4,5-dihydroxy-2,5-bis(hydroxymethyl)oxolan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol","OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O"
